start_node,end_species,loss_summary,first_loss_after_node,gd_count,tree_gd_IDs,gene1_IDs,gene2_IDs,path_string,end_copy_number,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC
S24,ORY,Lost after S2,S2,2,OG0000665_247-68;OG0000667_246-83,ORY_0031143;ORY_0034484,NA,S24(2)->S23(2)->S22(2)->S2(2)->S1(1)->ORY(1),1,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,ORY,No duplicate lost,NA,8,OG0000631_253-18;OG0000637_252-30;OG0001294_159-129;OG0001299_159-148;OG0001307_159-154;OG0001309_158-158;OG0001317_157-167;OG0002511_99-208,ORY_0033363;ORY_0029042;ORY_0033425;ORY_0016125;ORY_0010746;ORY_0001375;ORY_0008186;ORY_0035123,ORY_0003186;ORY_0021138;ORY_0031759;ORY_0026084;ORY_0016861;ORY_0009882;ORY_0002430;ORY_0012316,S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->ORY(2),2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S22,ORY,No duplicate lost,NA,2,OG0000637_252-25;OG0001299_159-147,ORY_0003277;ORY_0013051,ORY_0020395;ORY_0016125,S22(2)->S2(2)->S1(2)->ORY(2),2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2,ORY,No duplicate lost,NA,7,OG0000629_253-9;OG0001259_162-86;OG0001277_161-111;OG0001289_160-123;OG0001318_157-168;OG0002508_99-205;OG0002523_99-215,ORY_0013425;ORY_0019521;ORY_0021094;ORY_0028249;ORY_0038649;ORY_0008019;ORY_0000675,ORY_0020018;ORY_0005612;ORY_0016264;ORY_0017241;ORY_0016359;ORY_0025389;ORY_0005736,S2(2)->S1(2)->ORY(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S1,ORY,No duplicate lost,NA,36,OG0000622_254-1;OG0000622_254-3;OG0000629_253-4;OG0000629_253-5;OG0000629_253-6;OG0000629_253-7;OG0000629_253-8;OG0000637_252-27;OG0000648_249-31;OG0000648_249-36;OG0000651_249-38;OG0000651_249-39;OG0000651_249-41;OG0000652_249-42;OG0000652_249-48;OG0000657_248-53;OG0000658_248-64;OG0000658_248-65;OG0000665_247-73;OG0000667_246-80;OG0000667_246-81;OG0000667_246-82;OG0001266_162-95;OG0001267_162-99;OG0001272_161-106;OG0001272_161-107;OG0001277_161-110;OG0001278_161-116;OG0001284_160-120;OG0001289_160-122;OG0001307_159-149;OG0001311_158-160;OG0002470_100-191;OG0002470_100-192;OG0002498_99-200;OG0004471_64-227,ORY_0028906;ORY_0005236;ORY_0020018;ORY_0005275;ORY_0007525;ORY_0021138;ORY_0028019;ORY_0018822;ORY_0012981;ORY_0036138;ORY_0026033;ORY_0012226;ORY_0018443;ORY_0015937;ORY_0008757;ORY_0016885;ORY_0017470;ORY_0027653;ORY_0022874;ORY_0030816;ORY_0017544;ORY_0031131;ORY_0018020;ORY_0029943;ORY_0033564;ORY_0027781;ORY_0017241;ORY_0016861;ORY_0006285;ORY_0005964;ORY_0022028;ORY_0005504;ORY_0016828,ORY_0027410;ORY_0023195;ORY_0007609;ORY_0024258;ORY_0025712;ORY_0003348;ORY_0021889;ORY_0011580;ORY_0036138;ORY_0033965;ORY_0003161;ORY_0035869;ORY_0015372;ORY_0031085;ORY_0009678;ORY_0016958;ORY_0020851;ORY_0004286;ORY_0022874;ORY_0026512;ORY_0038107;ORY_0002960;ORY_0013754;ORY_0029744;ORY_0021094;ORY_0015138;ORY_0022044;ORY_0002045;ORY_0033844;ORY_0021611;ORY_0022028;ORY_0016791;ORY_0022857;ORY_0000205,S1(2)->ORY(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,PHA,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,PHA_0010206;PHA_0000009,S28(2)->S27(1)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S28,PHA,Lost after S27,S27,1,OG0001267_162-102,NA,PHA_0008392,S28(2)->S27(2)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S27,PHA,Lost after S26,S26,1,OG0000652_249-50,NA,PHA_0013567,S27(2)->S26(2)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S27,PHA,Lost after S25,S25,2,OG0001259_162-90;OG0002498_99-203,NA,PHA_0011971;PHA_0000854,S27(2)->S26(2)->S25(2)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S27,PHA,Lost after S24,S24,1,OG0001267_162-101,NA,PHA_0008392,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S27,PHA,No duplicate lost,NA,7,OG0000652_249-49;OG0000667_246-84;OG0001289_160-124;OG0001289_160-125;OG0002437_101-178;OG0002522_99-214;OG0002523_99-216,PHA_0013567;PHA_0001227;PHA_0007345;PHA_0017335;PHA_0005413;PHA_0009154;PHA_0020248,PHA_0036995;PHA_0007598;PHA_0019837;PHA_0011455;PHA_0004742;PHA_0005948,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2),2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S26,PHA,Lost after S19,S19,1,OG0001266_162-96,NA,PHA_0030302,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,2,2,2,2,2,2,2,2,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S26,PHA,No duplicate lost,NA,2,OG0001266_162-97;OG0002471_100-196,PHA_0032471;PHA_0001188,PHA_0030302;PHA_0008416,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2),2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S25,PHA,Lost after S23,S23,3,OG0002440_101-179;OG0002522_99-213;OG0004494_64-237,NA,PHA_0024543;PHA_0009154;PHA_0020255,S25(2)->S24(2)->S23(2)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S25,PHA,Lost after S21,S21,1,OG0001318_157-172,NA,PHA_0022241,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S25,PHA,Lost after S19,S19,1,OG0000657_248-55,NA,PHA_0010639,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,2,2,2,2,2,2,2,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S25,PHA,Lost after S16,S16,2,OG0000658_248-66;OG0001297_159-145,NA,PHA_0006652;PHA_0022030,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S25,PHA,No duplicate lost,NA,11,OG0000631_253-19;OG0000633_253-24;OG0000657_248-54;OG0000657_248-56;OG0001270_161-104;OG0001277_161-115;OG0001280_161-119;OG0001319_157-175;OG0002462_100-186;OG0002506_99-204;OG0002508_99-206,PHA_0006796;PHA_0004364;PHA_0026646;PHA_0021888;PHA_0001206;PHA_0009068;PHA_0036670;PHA_0023500;PHA_0017357;PHA_0019784;PHA_0011231,PHA_0008461;PHA_0001065;PHA_0010639;PHA_0019933;PHA_0011160;PHA_0033921;PHA_0035474;PHA_0009089;PHA_0023074;PHA_0027341,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2),2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S24,PHA,Lost after S21,S21,1,OG0000665_247-68,PHA_0030652,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S24,PHA,Lost after S20,S20,1,OG0001277_161-114,NA,PHA_0011160,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S24,PHA,Lost after S14,S14,1,OG0001307_159-154,NA,PHA_0014588,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S24,PHA,No duplicate lost,NA,8,OG0000631_253-18;OG0000637_252-30;OG0000667_246-83;OG0001294_159-129;OG0001299_159-148;OG0001309_158-158;OG0001317_157-167;OG0002511_99-208,PHA_0029311;PHA_0016566;PHA_0016859;PHA_0023608;PHA_0030433;PHA_0023356;PHA_0028874;PHA_0015263,PHA_0008461;PHA_0012170;PHA_0008237;PHA_0011826;PHA_0026062;PHA_0012056;PHA_0011621;PHA_0007848,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2),2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S22,PHA,Lost after S22,S22,1,OG0001299_159-147,PHA_0030433,NA,S22(2)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S22,PHA,Lost after S21,S21,1,OG0000637_252-25,PHA_0009271,NA,S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S20,PHA,Lost after S16,S16,1,OG0000658_248-62,NA,PHA_0010873,S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S20,PHA,No duplicate lost,NA,2,OG0000665_247-77;OG0001307_159-153,PHA_0010206;PHA_0019170,PHA_0029415;PHA_0014588,S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S19,PHA,Lost after S19,S19,1,OG0000633_253-22,NA,NA,S19(2)->S18(1)->S17(1)->S16(0)->S15(0)->S14(0)->S11(0)->S10(0)->PHA(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
S19,PHA,Lost after S16,S16,2,OG0000652_249-46;OG0001294_159-127,NA,PHA_0013567;PHA_0034073,S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S19,PHA,Lost after S16,S16,1,OG0000658_248-63,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S11(0)->S10(0)->PHA(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
S19,PHA,Lost after S15,S15,2,OG0000648_249-34;OG0001277_161-113,NA,PHA_0007567;PHA_0011160,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(1)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S19,PHA,Lost after S10,S10,2,OG0000667_246-79;OG0001311_158-164,PHA_0001227,PHA_0008802,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S19,PHA,No duplicate lost,NA,11,OG0000633_253-23;OG0000637_252-29;OG0000648_249-32;OG0000651_249-37;OG0000657_248-52;OG0001259_162-89;OG0001272_161-109;OG0001278_161-117;OG0001307_159-152;OG0001318_157-171;OG0004494_64-236,PHA_0023362;PHA_0030906;PHA_0009634;PHA_0008125;PHA_0010639;PHA_0031266;PHA_0008896;PHA_0016837;PHA_0014588;PHA_0022241;PHA_0007066,PHA_0001065;PHA_0012170;PHA_0001031;PHA_0011090;PHA_0027129;PHA_0011971;PHA_0005516;PHA_0007094;PHA_0022389;PHA_0006611;PHA_0020255,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S15,PHA,Lost after S11,S11,1,OG0000629_253-12,NA,PHA_0011071,S15(2)->S14(2)->S11(2)->S10(1)->PHA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S15,PHA,No duplicate lost,NA,3,OG0000652_249-45;OG0000665_247-67;OG0001267_162-100,PHA_0013567;PHA_0004974;PHA_0008392,PHA_0015391;PHA_0030652;PHA_0006749,S15(2)->S14(2)->S11(2)->S10(2)->PHA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
S14,PHA,Lost after S14,S14,8,OG0000652_249-47;OG0000657_248-51;OG0000665_247-74;OG0001297_159-144;OG0001311_158-159;OG0001318_157-170;OG0004434_65-222;OG0004493_64-235,PHA_0036995;PHA_0010639;PHA_0010206;PHA_0022030;PHA_0005832;PHA_0006611;PHA_0003734;PHA_0013163,NA,S14(2)->S11(1)->S10(1)->PHA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
S14,PHA,Lost after S14,S14,1,OG0001272_161-105,NA,NA,S14(2)->S11(1)->S10(0)->PHA(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
S14,PHA,Lost after S14,S14,1,OG0000631_253-16,NA,NA,S14(2)->S11(1)->S10(1)->PHA(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
S14,PHA,Lost after S10,S10,4,OG0000631_253-17;OG0000665_247-76;OG0001272_161-108;OG0001294_159-128,PHA_0008461;PHA_0029415,PHA_0005516;PHA_0023608,S14(2)->S11(2)->S10(2)->PHA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
